Post Unique Reference,Name,Grade,Job Title,Job/Team Function,Parent Department,Organisation,Unit,Contact Phone,Contact E-mail,Reports to Senior Post,Salary Cost of Reports (£),FTE,Actual Pay Floor (£),Actual Pay Ceiling (£),,Profession,Notes,Valid?
68,N/D,SCS1,Head of Commercial,Head of Commercial Air Support is responsible for providing commercial advice and assurance to D Air Support and commercial functional line management to all commercial staff within the Operating Centre.,Ministry of Defence,Ministry of Defence,Defence Equipment and Support,0117 9131817,DESAS-DirMA@mod.uk,170429,2000449,1,N/D,,,Procurement,,1
5282,N/D,OF-6,Head of Nimrod,Responsible for the delivery of 9 x NIMROD MRA4 aircraft and in-service support; in-service support and disposal of 3 x NIMROD R1; disposal of MR2; procurement of sonabuoys; and support for the Battle of Britain Memorial Flight.,Ministry of Defence,Ministry of Defence,Defence Equipment and Support,0117 9131817,DESAS-DirMA@mod.uk,170429,5180449,1,N/D,,,Military,,1
49802,N/D,SCS1,Head of Air Safety & Engineering,"The Air Safety and Engineering team is responsible for establishing and leading the delivery of a safety management, engineering and technical assurance strategy for the DE&S Air domain, and specifically the Air Support teams, that is consistent with Departmental, DE&S and other safety management systems and evolving policy.",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,0117 9131817,DESAS-DirMA@mod.uk,170429,0,1,N/D,,,Science and Engineering,Staff costs included in wider D Air Support teams,1
50171,N/D,OF-6,Head of Air Intelligence Surveillance Target Acquisition Reconnaissance,"Responsible for the delivery of 3 x Airseeker aircraft and in-service support, and the in-service support of 5 x Sentinel battlefield surveillance aircraft plus ground stations and 6 x Sentry airborne early warning aircraft. Also responsible for OC-wide business support, including transformation.",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,0117 9131817,DESAS-DirMA@mod.uk,170429,7467612,1,N/D,,,Military,,1
110863,N/D,SCS1,Head of Air Transport/Air to Air Refuelling,"Responsible for the delivery and in-service support of 22 x A400M transport aircraft; in-service support of 6 x C17 transport aircraft and delivery of additional aircraft (1 on order) as required; in-service support of RAF comms fleet (6 x BAe125 & 2 x BAe146) and 13 x VC10 tanker aircraft. Responsible for the delivery of the Future Strategic Tanker Aircraft (based on 14 x A330 tanker/transport aircraft) PFI service. Responsible for the in-service support of 24 x C130J and 9 x C130K Hercules transport aircraft, and 9 x TriStar transport/tanker, as well as the procurement and support of airborne delivery equipment.",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,0117 9131817,DESAS-DirMA@mod.uk,170429,13131979,1,N/D,,,Programme and Project Management (PPM),,1
185268,N/D,SCS1,Head Air Equipment Systems,"Responsible for the provision of commodities (spares not procured by the relevant platform team) for all aircraft, including helicopters; the procurement and support of airfield ground vehicles and equipment; and for the procurement and support of aircraft defensive and targeting aids (e.g. LAIRCM, Litening) and IFF (Identifier Friend or Foe) equipment. Also responsible for the delivery and support of flight simulators and synthetic trainers for the majority of air platforms (including helicopters), many as PFI services.",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,0117 9131817,DESAS-DirMA@mod.uk,170429,15053009,1,N/D,,,Property and asset management,,1
721,N/D,SCS1,Head of Cost Assurance & Analysis,"Provision of risk based cost/schedule forecasting, utilising Should Costing methodologies, in support of: Project foundation Milestone Reviews and DESIB/IAB business case submissions covering Initial Gate, Main Gate and Review Notes; and, Project Start Up activities being presented under JCB reviews in the development of an affordable Equipment Plan/Support Plan and the Strategic Defence Review. Provision of Estimating Assurance/Output Evaluation in support of projects seeking DESIB/IAB approval and for submissions within the Project Start Up and Project Foundation Milestone Review activities. Develop and advise on forecasting policy and standardised cost model development across MOD.",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,0117 9130007,DESComrcl-DirPS1@mod.uk,170772,15115789,1,N/D,,,Finance,,1
18626,N/D,SCS1,"Head of Commercial, Commands & Centre","Head of Commercial, Commands and Centre is responsible for the provision of commercial advice and services to the Front Line Commands and to the MOD Centre, inclulding the management of centrally-administered enabling contracts.",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,0117 9130007,DESComrcl-DirPS1@mod.uk,170772,1047443,1,N/D,,,Procurement,,1
115147,N/D,SCS1,Head Commercial Project Enabling Team,"Delivery of MOD-wide e-procurement Programme, involving: implementation and support of e-purchasing system (P2P) delivering efficiency through simplified and speedy ordering and payment; MOD’s Government Procurement Card account; reverse auctions capability (delivering average of 15% savings); and e-contracting and business intelligence tools. Working with DG Fin on convergence of purchasing and payment systems to deliver savings under the Corporate Services programme. Other elements of team provide internal (free) consultancy support to joint project teams on joint working/relationship management in accordance with MOD’s Partnering Handbook along with other SME advice to teams. Commercial support provided to teams without their own commercial staff.",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,0117 9130007,DESComrcl-DirPS1@mod.uk,170772,0,1,N/D,,,Procurement,,1
184578,N/D,SCS1,Head Liaison Oil Pipeline Agency,"The Head OPA Liaison represents the Director Commercial in his role as Departmental Sponsor of the Oil and Pipeline Agency, the only public corporation 'owned' by MOD, and the Government Pipeline and Storage System (GPSS). GPSS stores and supplies aviation fuel to airfields throughout the UK for military and civil use. The system is approximately 50% of the total UK‘s oil pipeline and delivers some 40% of its jet fuel. His responsibilities are for front line, day to day liaison with the OPA on all operational aspects relating to OPA management and GPSS operations.",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,0117 9130007,DESComrcl-DirPS1@mod.uk,170772,0,1,N/D,,,Policy,"Singleton post, no staff associated",1
184584,N/D,SCS1,Head of Commercial Operations & Plans,"Head of Commercial Operations & Plans supports the DE&S Director Commercial [not Director General Defence Commercial (DGDC) as in the original text] as Commercial Skills Champion, and represents DE&S on the DGDC People Skills Board. He also conducts commercial assurance of business cases submitted to the DESIB or IAB on D Commercial's behalf when required, and intervenes in specific projects at D Commercial's direction. He also acts as the Senior Responsible Officer for the Commercial Conversion Scheme that seeks to re-skill resources from other functions to join the commercial function.",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,0117 9130007,DESComrcl-DirPS1@mod.uk,170772,0,1,N/D,,,Procurement,Staff costs included in wider Commerical teams,1
2775,N/D,SCS1,Head Engineering & Defence Ordnance Safety Group,"This team is responsible for the Defence Ordnance Safety Group (DOSG) and the Trials, Evaluation Services and Targets Project Team. DOSG is the MOD’s focal point for Ordnance, Munitions and Explosives Safety. DOSG provides policy, advice and regulatory functions on behalf of the Secretary of State and monitors departmental performance to provide assurance to the Secretary of State through the Defence Ordnance Safety Board.",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,0117 9137495,DESWpns-MA@mod.uk,170773,6289154,1,N/D,,,Programme and Project Management (PPM),,1
23917,N/D,SCS1,Head Weapons Spt,"Weapons Support is an Operational and Enabling Pillar responsible for storage, processing, and out-loading of both General Munitions and Complex Weapons from eight sites across UK and in Germany. The Pillar is also responsible for end-to-end transformation of the Weapons Operating Centre and for Inventory Management.",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,0117 9137495,DESWpns-MA@mod.uk,170773,24608779,1,N/D,,,Programme and Project Management (PPM),,1
110865,N/D,SCS1,Head Munitions International & Torpedoes,"The team is responsible for the acquisition and support of general munitions (shells, bullets, grenades etc), torpedoes, cruise missiles, naval guns of all calibres, air guns and missiles for helicopters and fixed wing aircraft, shoulder launched missiles and freefall bombs. Many are procured internationally and the portfolio excludes weapons covered by the Team Complex Weapons initiative.",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,0117 9137495,DESWpns-MA@mod.uk,170773,12891432,1,N/D,,,Programme and Project Management (PPM),,1
